0 0 0 0 3856053739 4287962204 3856053739 4288241377 3856053740 84469121
0 1 3856053740 85066122 3856053740 1258425 3856053740 1425929 3856053740 101661875
0 2 3856053740 101945343 3856053740 82837034 3856053740 82995948 3856053740 174684909
0 3 3856053740 175067161 3856053740 90958817 3856053740 91113436 3856053740 183038621
0 4 3856053740 183330679 3856053740 99553046 3856053740 99703370 3856053740 192912751
0 5 3856053740 193320772 3856053740 112425063 3856053740 112579682 3856053740 205114753
0 6 3856053740 205441170 3856053740 125382980 3856053740 125537599 3856053740 219455648
0 7 3856053740 219756296 3856053740 138117558 3856053740 138267882 3856053740 231666240
1 0 3856053744 232426450 3856053744 150160646 3856053744 150452704 3856053744 267756851
1 1 3856053744 269887154 3856053744 188626373 3856053744 188789582 3856053744 286654707
1 2 3856053744 288011916 3856053744 210238649 3856053744 210397562 3856053744 303924770
1 3 3856053744 305260505 3856053744 223003291 3856053744 223162205 3856053744 316345816
1 4 3856053744 317625716 3856053744 235042085 3856053744 235196704 3856053744 324682347
1 5 3856053744 325970837 3856053744 240930485 3856053744 241085104 3856053744 330656647
1 6 3856053744 331846353 3856053744 246977799 3856053744 247132418 3856053744 338555092
1 7 3856053744 339761977 3856053744 254695855 3856053744 254850474 3856053744 344911643
2 0 3856053748 347810746 3856053748 270638774 3856053748 270926537 3856053748 361236814
2 1 3856053748 363113715 3856053748 281015415 3856053748 281174328 3856053748 371802433
2 2 3856053748 373683629 3856053748 289961832 3856053748 290120745 3856053748 380005821
2 3 3856053748 389630843 3856053748 306248348 3856053748 306407261 3856053748 407201554
2 4 3856053748 410796441 3856053748 326039557 3856053748 326198471 3856053748 422272594
2 5 3856053748 426155245 3856053748 341355410 3856053748 341510029 3856053748 431012853
2 6 3856053748 432275573 3856053748 347265285 3856053748 347419904 3856053748 436768109
2 7 3856053748 438236988 3856053748 356611134 3856053748 356770048 3856053748 451366703
3 0 3856053752 458337434 3856053752 396661704 3856053752 396940877 3856053752 487457313
3 1 3856053752 489093695 3856053752 409374807 3856053752 409538016 3856053752 547788718
3 2 3856053752 550039281 3856053752 465299576 3856053752 465454195 3856053752 559698663
3 3 3856053752 581040355 3856053752 496219046 3856053752 496377960 3856053752 596081331
3 4 3856053752 597447130 3856053752 514159124 3856053752 514318038 3856053752 609142326
3 5 3856053752 609769391 3856053752 526747674 3856053752 526906587 3856053752 621520422
3 6 3856053752 622211912 3856053752 536827962 3856053752 536986876 3856053752 630127536
3 7 3856053752 630788961 3856053752 545314817 3856053752 545469436 3856053752 634353784
4 0 3856053756 638004506 3856053756 555592674 3856053756 555876142 3856053756 654913793
4 1 3856053756 656541585 3856053756 591301032 3856053756 591459946 3856053756 704310212
4 2 3856053756 706053968 3856053756 829057537 3856053756 829220745 3856053756 920656304
4 3 3856053756 922039284 3856053756 845936758 3856053756 846091377 3856053756 935551251
4 4 3856053756 936577748 3856053756 857073608 3856053756 857232522 3856053756 979497356
4 5 3856053756 980884631 3856053756 902973924 3856053756 903128543 3856053756 995221231
4 6 3856053756 996587031 3856053756 918049259 3856053756 918203878 3856053756 1009046731
4 7 3856053756 1010378171 3856053756 933747364 3856053756 933906278 3856053756 1028631782
5 0 3856053760 1033682664 3856053760 977946873 3856053760 978268995 3856053760 1097089266
5 1 3856053760 1098635454 3856053760 1035937521 3856053760 1036190924 3856053760 1152094912
5 2 3856053760 1153490776 3856053760 1098171597 3856053760 1098425001 3856053760 1194082512
5 3 3856053760 1195044585 3856053760 1132230688 3856053760 1132398192 3856053760 1242572693
5 4 3856053760 1243414507 3856053760 1232973441 3856053760 1233093700 3856053760 1345398505
5 5 3856053760 1346347693 3856053760 1284276825 3856053760 1284418559 3856053760 1400301072
5 6 3856053760 1401125706 3856053760 1318026678 3856053760 1318271492 3856053760 1427814632
5 7 3856053760 1428665036 3856053760 1366031528 3856053760 1366284931 3856053760 1455263768
6 0 3856053764 1458974620 3856053764 1374582808 3856053764 1374857686 3856053764 1464901675
6 1 3856053764 1466477928 3856053764 1381811238 3856053764 1381974446 3856053764 1475377100
6 2 3856053764 1476738605 3856053764 1393149951 3856053764 1393304570 3856053764 1482936243
6 3 3856053764 1484508201 3856053764 1404776428 3856053764 1404931047 3856053764 1495894159
6 4 3856053764 1497221304 3856053764 1413778679 3856053764 1413941888 3856053764 1508972334
6 5 3856053764 1523845806 3856053764 1439136166 3856053764 1439290785 3856053764 1531366294
6 6 3856053764 1532654784 3856053764 1447816295 3856053764 1447970914 3856053764 1537207449
6 7 3856053764 1539526732 3856053764 1454602343 3856053764 1454756962 3856053764 1544667808
7 0 3856053768 1550319985 3856053768 1492200487 3856053768 1492483955 3856053768 1612214758
7 1 3856053768 1614031529 3856053768 1562388843 3856053768 1562556346 3856053768 1659760046
7 2 3856053768 1661121551 3856053768 1766374019 3856053768 1766532933 3856053768 1861825373
7 3 3856053768 1863560539 3856053768 1796537575 3856053768 1796696489 3856053768 1899779999
7 4 3856053768 1901669784 3856053768 1864144655 3856053768 1864299274 3856053768 1955782077
7 5 3856053768 1957658978 3856053768 1924342917 3856053768 1924497535 3856053768 2014124913
7 6 3856053768 2014867942 3856053768 1953540104 3856053768 1953690428 3856053768 2065514197
7 7 3856053768 2066227161 3856053768 2002326638 3856053768 2002481257 3856053768 2104834622
