0 0 0 0 3856043982 113417201 3856043982 113670604 3856043982 142403935
0 1 3856043982 143215684 3856043982 281913063 3856043982 282063387 3856043982 310088048
0 2 3856043982 310680754 3856043982 448699528 3856043982 448836967 3856043982 476346232
0 3 3856043982 476990477 3856043982 617234045 3856043982 617345714 3856043982 644352468
0 4 3856043982 644897929 3856043982 790011989 3856043982 790136543 3856043982 819067443
0 5 3856043982 819514119 3856043982 966393411 3856043982 966513670 3856043982 1018280911
0 6 3856043982 1018942336 3856043982 1157953247 3856043982 1158069211 3856043982 1187313644
0 7 3856043982 1187940709 3856043982 1331375437 3856043982 1331495696 3856043982 1359730811
1 0 3856044222 1361311359 3856044222 1528883803 3856044222 1529128616 3856044222 1575252270
1 1 3856044222 1576399026 3856044222 1720477999 3856044222 1720671272 3856044222 1758870712
1 2 3856044222 1759862849 3856044222 1896657557 3856044222 1896859421 3856044222 1947926582
1 3 3856044222 1949026094 3856044222 2082466433 3856044222 2082633936 3856044222 2122113276
1 4 3856044222 2122955089 3856044222 2255725413 3856044222 2255880032 3856044222 2293705809
1 5 3856044222 2294341464 3856044222 2455986853 3856044222 2456145767 3856044222 2503158479
1 6 3856044222 2504073307 3856044222 2639519396 3856044222 2639699785 3856044222 2699210851
1 7 3856044222 2700220169 3856044222 2843302709 3856044222 2843465918 3856044222 2889237384
2 0 3856044462 2891238839 3856044462 3022669133 3856044462 3022832342 3856044462 3072980380
2 1 3856044462 3073847964 3856044462 3199312548 3856044462 3199467167 3856044462 3257990392
2 2 3856044462 3259072723 3856044462 3396060705 3856044462 3396180964 3856044462 3454738548
2 3 3856044462 3455614722 3856044462 3580671285 3856044462 3580791544 3856044462 3635475067
2 4 3856044462 3636480090 3856044462 3764062093 3856044462 3764186647 3856044462 3839932690
2 5 3856044462 3840521101 3856044462 3980644409 3856044462 3980756078 3856044462 4033124614
2 6 3856044462 4033790334 3856044462 4166723867 3856044462 4166835536 3856044462 4220582757
2 7 3856044462 4221192642 3856044463 60352880 3856044463 60460254 3856044463 110767206
3 0 3856044703 113838108 3856044703 233676285 3856044703 234019883 3856044703 298006305
3 1 3856044703 299754357 3856044703 443790380 3856044703 443949294 3856044703 510130445
3 2 3856044703 511302971 3856044703 616727238 3856044703 616877562 3856044703 688534797
3 3 3856044703 689999381 3856044703 806457419 3856044703 806620627 3856044703 869829661
3 4 3856044703 871964260 3856044703 1001534833 3856044703 1001702337 3856044703 1063262103
3 5 3856044703 1063987953 3856044703 1171658488 3856044703 1171941956 3856044703 1235855364
3 6 3856044703 1237526106 3856044703 1385513500 3856044703 1385681003 3856044703 1445475538
3 7 3856044703 1446141258 3856044703 1555753118 3856044703 1555933507 3856044703 1619791081
4 0 3856044943 1625756790 3856044943 1914851039 3856044943 1915009953 3856044943 1989278527
4 1 3856044943 1991082413 3856044943 2090931813 3856044943 2091090727 3856044943 2164646337
4 2 3856044943 2165604115 3856044943 2262571591 3856044943 2262730505 3856044943 2337484411
4 3 3856044943 2338502318 3856044943 2444210053 3856044943 2444356082 3856044943 2516885195
4 4 3856044943 2518723441 3856044943 2649307626 3856044943 2649470835 3856044943 2726376520
4 5 3856044943 2727772384 3856044943 2824963199 3856044943 2825122113 3856044943 2917051593
4 6 3856044943 2918078090 3856044943 3013336169 3856044943 3013490788 3856044943 3099982840
4 7 3856044943 3100962092 3856044943 3198148612 3856044943 3198311821 3856044943 3273134446
5 0 3856045183 3275041412 3856045183 3396236799 3856045183 3396382828 3856045183 3507317538
5 1 3856045183 3508507244 3856045183 3620219343 3856045183 3620343897 3856045183 3705835221
5 2 3856045183 3706823064 3856045183 3854080313 3856045183 3854209162 3856045183 3952374934
5 3 3856045183 3953044949 3856045183 4114728993 3856045183 4114844957 3856045183 4209531806
